E_actual,E_baseline,E_reduced,E_removed,E_displaced_chem,E_displaced_heat,E_displaced,EC_hardware,PE_aux,PE_lifecycle,L_slip,L_transport,L_leakage,F_multiplier,CC_T
149.05641404185408,205.66119403506164,56.60477999320756,44.52798324886507,18.701638794049032,54.38521805110991,73.08685684515893,82.71593739447673,82.71550517707443,0.37728240641203087,2.2189164252062223,1.4356370679287553,3.6545534931349777,0.8843650534027713,77.35742669848032
119.84764286034309,156.09693753125532,36.249294670912235,44.565129792130115,15.490766398314502,30.455384605796635,45.94615100411114,72.62329500563527,72.62285346918492,0.25407137247066913,1.534226528197486,0.8664423160371818,2.400668844234668,0.9388263317403817,48.33357893276025
150.73462848775887,212.24533826815355,61.51070978039468,33.111366454552,15.193034481223556,40.156549169093104,55.34958365031666,133.1949559014218,133.19455541914232,0.18380866176623356,1.089217255455272,0.2891233860733458,1.3783406415286177,0.902656245214985,13.733874298391019
145.00549870170843,195.82741069212233,50.821911990413895,60.276648427752974,24.521166980890005,39.83989742449708,64.36106440538708,124.2666474199636,124.26614249313232,0.14912002397926555,1.824141405301184,0.5175155045532364,2.34165690985442,0.8758907325373977,42.65824830637049
104.40669338464515,134.05955783059727,29.65286444595212,52.04199704069245,19.126551995891962,33.03919110933707,52.165743105229026,88.36102217139867,88.3605832350593,0.13224239415213024,1.395882135881675,0.6651044234175815,2.0609865592992564,0.8851303286810799,38.33215539411191
143.27507460601802,172.57847511862454,29.303400512606515,45.75880513929778,23.921170190784387,31.141439554903346,55.06260974568774,153.6380699578553,153.63752510934015,0.5672775470930436,2.1808399096257265,1.5095157692675198,3.6903556788932463,0.9267805543998534,-25.73701382370753
146.76885139199567,200.955192479959,54.18634108796334,49.45872308220503,20.195095007918102,52.17812716373062,72.37322217164872,85.19850616984172,85.1979137270706,0.45170946514553334,3.168881922418538,0.6938065836953384,3.8626885061138765,0.914292958803986,79.0918035110164
133.31208398070547,163.46718519459964,30.15510121389417,35.291363417777106,15.60437314066469,44.315147522151946,59.91952066281664,188.2974814802324,188.29703972913458,0.18108979120499413,1.0383749779227902,0.8510192807221324,1.8893942586449226,0.9473153820334651,-61.57695726220388
104.47462529967385,147.69429895975293,43.21967366007908,39.321592122281736,21.51684168279522,43.85703407424604,65.37387575704126,92.44382476455183,92.44329494514947,0.34210784718008663,2.21287454323608,0.36227194778362015,2.5751464910197,0.8939527341281653,46.981321438289335
124.1973620253194,187.20228136258007,63.00491933726066,51.93099343575158,21.64566757879212,32.81252647924848,54.458194058040604,126.68607941002021,126.68563704312793,0.38895384651760306,2.2566409336375766,1.6950115961019534,3.9516525297395297,0.851804781632261,32.681929515072106
116.29778069573084,140.9895252971882,24.691744601457373,49.880102464088964,26.420152384633475,38.37495153626191,64.79510392089539,163.58070307289213,163.58029947152033,0.28413987176355193,1.2417022624151959,1.79651992709573,3.038222189510926,0.8649207995429727,-23.81620878173557
157.38066870036235,184.97662239421243,27.595953693850078,57.214378696540656,28.146696390547273,25.845199971371255,53.99189636191853,82.93506979118725,82.9345180803484,0.32590140980320353,2.7990985074444104,1.4219874269630326,4.2210859344074425,0.911848374986169,46.7967181695238
138.3513462138882,203.43072134133502,65.07937512744681,53.26734887775134,24.443232816566493,26.03583591125481,50.4790687278213,120.81419501196717,120.81370821103184,0.44691930107493744,1.8967451536706645,2.4261501866816353,4.3228953403523,0.8753504011435074,37.85213828630434
140.4552040843647,187.19531253415715,46.740108449792444,50.55681344942877,20.03923760880128,42.98237501360221,63.02161262240349,153.66853198100614,153.66794262363385,0.20441818231616327,2.6990414884723224,0.3748740345134357,3.073915522985758,0.8660368125151346,2.9204997361743805
127.68360234614956,158.78700459107355,31.103402244924,55.45570540875953,20.097405994093943,34.12872205874728,54.22612805284122,109.46525985330165,109.46475299612521,0.3651157788567818,2.32831030900216,0.42282576022548024,2.7511360692276403,0.8615537699096503,24.299461426829698
106.27061608895515,162.17753622996634,55.906920141011184,34.83380273278219,14.478586624447559,58.68532102184878,73.16390764629634,91.2120106760767,91.2115791795029,0.2015080292059164,1.9777996300327154,0.9130502388505551,2.8908498688832704,0.8783833289126415,61.136088800649325
118.21039913526687,171.87607083338844,53.66567169812157,54.512517618994096,18.150892684427674,37.15986717745599,55.31075986188367,94.5171951013335,94.51670514644513,0.11768500379810277,3.6416407224890386,0.9815997590571243,4.623240481546163,0.8692470408385107,55.832883576318
104.1499924931658,149.65617671060494,45.50618421743914,55.06140107103392,18.99138297315165,26.291296763565228,45.28267973671688,185.40093455962017,185.4004939812612,0.35655401108769913,1.937176143287795,1.7341107330422394,3.6712868763300346,0.9007213238540698,-39.25169676043253
147.71249150496567,198.20866679830803,50.49617529334236,41.02049101663017,19.29228574510586,23.728127643748234,43.020413388854095,53.70564567003873,53.70507006418419,0.4484801543607287,2.858413010567737,1.6342353090102644,4.492648319578001,0.925033557707132,70.20161179761493
126.96966775320905,160.97506444333334,34.005396690124286,39.44843044419395,19.584005013043587,47.79602671291805,67.38003172596163,121.64446979105013,121.64393161041394,0.5473591969429759,1.319811057876491,0.37205274210052436,1.6918637999770154,0.9040076977525597,15.323567126990168
130.30366213637498,155.74837050912018,25.444708372745197,38.90680292611979,14.072957486901734,29.588547804733672,43.66150529163541,107.71424674240016,107.71377849463923,0.17085144935272678,1.0839741301683314,1.2626946993467227,2.346668829515054,0.9391373803438234,-2.0832717182122193
117.7908107216786,165.09977180313473,47.30896108145613,38.62547879067903,18.65135588215959,29.14453057147471,47.795886453634296,133.71169343754755,133.711187873483,0.4747389131735866,1.3004749002587042,0.23387801785617174,1.5343529181148758,0.8790064748054945,-1.7491819047038366
158.90995852433105,197.5056110782946,38.59565255396356,50.10967223963738,26.121964164124503,37.85002296726463,63.97198713138913,148.66334125563725,148.6628073595996,0.530012026835465,3.0680886488440455,1.3336501783683323,4.401738827212378,0.8562432571850858,-0.7853859498409225
135.51153432352064,182.2204282915149,46.70889396799427,37.1779371546648,18.544933744516044,34.678909653474136,53.22384339799018,162.87588387422377,162.87532730268043,0.41956705842985415,2.1076806463827014,0.7545903471142448,2.862270993496946,0.8935994838365151,-25.95592921648693
140.000855824282,196.76271217605168,56.761856351769666,51.84604742412229,27.033982673034288,44.57051608702208,71.60449876005637,79.27607312401585,79.27565709457387,0.43754372441505995,3.7109148716514384,1.4197458228736841,5.1306606945251225,0.9467031730790388,90.28570039785703
116.40269851529854,143.63557280690566,27.232874291607118,36.45998305365221,18.02452817467116,40.684426480893606,58.70895465556477,107.17659752715181,107.17619302338342,0.5304810612503408,2.113700863051263,0.37730584810905654,2.4910067111603196,0.8678012455327377,10.590760260369997
119.85010370083384,165.8158832819831,45.96577958114926,33.95938407725801,13.022876083958343,27.423991085277503,40.446867169235844,104.3144746104559,104.31405171991646,0.468502787918636,1.4945664810924348,1.0552079551129507,2.549774436205386,0.8883286654472875,11.583540972091205
99.20095844204914,131.8698104871715,32.66885204512235,43.37303835176125,18.011850997013987,46.822905735253535,64.83475673226752,106.91437677961247,106.91389778035044,0.45180228337477096,2.850315031260639,1.5549934879139764,4.405308519174616,0.9059172324780571,26.36729952132665
105.25740242096077,161.68287315295555,56.42547073199478,40.16624636503758,19.859779272249565,38.46190789383371,58.32168716608328,105.42155487473309,105.42106153341108,0.395440967874798,2.7246642176725766,0.9617849389864135,3.6864491566589903,0.9038088387216534,41.04236843490408
135.42871643517017,170.2778396702341,34.84912323506393,62.68683962327575,30.4741639681159,41.169818200677966,71.64398216879387,140.9370569608072,140.93662966848117,0.3273402190787781,3.854462166187921,1.2632907187999929,5.1177528849879135,0.8682349323835094,19.794212957674425
140.19611097619537,189.12577584555848,48.92966486936311,42.52020048629403,19.840799481703904,25.407726805770544,45.24852628747445,97.94270308479516,97.94222085416757,0.45884737150604304,2.1388443771674033,1.1786652110570435,3.3175095882244467,0.8417215383240227,29.443262706630353
157.31962951093095,205.82858627407367,48.50895676314272,39.569657818731784,21.35950968453303,41.780161008814005,63.139670693347036,183.24690473349185,183.24641640893458,0.47851039061795725,2.5333922032022294,1.1190202211851077,3.652412424387337,0.854704375576766,-30.90530162668589
120.0619305433377,161.20366889125546,41.141738347917766,39.330652700211445,13.947350556675296,31.61314131006734,45.56049186674264,130.46966327703544,130.4692414590427,0.13529703175046948,1.27353324182919,0.9231414482197501,2.19667469004894,0.9174228175523977,-6.209420622731612
120.44112069052638,171.6498005814451,51.20867989091873,43.84262336416367,17.538233254327544,39.163724827662335,56.70195808198988,100.9587746020363,100.95819127004427,0.2536358354352516,2.973494930026318,1.315694684192989,4.289189614219307,0.8848672643652474,40.92709716532748
132.92966312690493,189.13415479602398,56.20449166911905,49.52107604812721,23.340443604597677,32.845858258249415,56.18630186284709,82.82827409685292,82.8277542676674,0.23691227887342844,3.6712029862120747,2.042258999516824,5.713461985728898,0.8793167831511381,64.30772591798062
