FC_actual,FC_baseline,NCV,EF_CO2,OF,EC_actual,EC_baseline,EF_grid,M_captured,P_CO2,eta_purity,M_byproduct,EF_virgin_displace,H_recovered,eta_boiler,NCV_fuel,EF_CO2_fuel,P_fan,P_pump,t_op,M_solvent_makeup,EF_solvent_LCA,gamma_slip,D_k,EF_vehicle_k,M_trans_k,F_SME,F_perm,alpha
55.479120971119265,76.55782676798,47.47971110221185,0.05678933529808082,0.9952301549563979,414.82999119762417,508.51519195140156,0.00043221740228483705,106.20106279997306,0.4397,0.9535592800192045,92.15779637524348,0.2029306204100263,33548.47137154131,0.8641285463918966,42.590328476998465,0.05966195490591373,57.80616606554215,17.51780836499795,3953.288137958137,0.18215232294510714,2.071246747293624,0.020893542556965683,94.48519172309263,0.00016487273145387795,92.15779637524348,1.0792618203703352,0.9525901691917401,0.9054720690642645
48.77756879504105,63.53486636199073,42.840332428136946,0.05737681251151121,0.9984547819165034,307.13467876898557,378.0073671126816,0.000441536450354135,104.07357368254446,0.4397,0.9738638441782235,91.37769599180709,0.16952458945455795,18056.63170264821,0.8272082328687095,41.768169607517905,0.05827571897322478,32.376269215797016,20.60387902741956,4934.751424629347,0.12313150926091553,2.0634147505842084,0.014741749263625134,62.43775017903671,0.00015186308055853748,91.37769599180709,1.099664517253767,0.9898858435135449,0.9078546687781984
57.171958398227645,80.52225025499308,46.066251686726815,0.05725921982086153,0.9983336056899873,455.5603567239633,510.1668467341824,0.00040048227948633557,80.39476393757619,0.4397,0.9366835081430691,69.36311129126484,0.2190362311953684,25119.155140776587,0.8600916444070207,40.3752791519401,0.055515163512353694,49.02751337586221,32.961205359670785,5848.388029965733,0.09542444105046313,1.9262220427262482,0.013548360640762779,30.18697365763126,0.00013808136782458779,69.36311129126484,1.0232781847006207,0.9871745839803658,0.9406132779886791
53.947360581187276,72.85481880161399,46.8868432561856,0.057677624484385265,0.9929878523421548,272.2931480789352,368.55618002720826,0.0005049268312790576,148.75434122461155,0.4397,0.9215586535967937,129.60215441771248,0.18920339010613502,26694.563096258877,0.8307034185792205,44.954859930179495,0.0557337212127224,40.02504374693804,29.766309565630916,6409.962115339902,0.06672327187550349,2.2349027526333414,0.012262777612297193,25.309479449744813,0.00015777127370656966,129.60215441771248,1.0395935547729147,0.979901046172333,0.9050665751166493
41.88354695775299,53.77394208395239,43.41153833049387,0.057417318095026905,0.9985647729622433,361.5180470259874,492.99558187780656,0.0004389363393723902,122.45540826611341,0.4397,0.9665393002210353,113.66224365146668,0.1682753338438534,19198.51019985949,0.8270986106948756,40.87386863362524,0.058178820644434984,38.980679785547515,33.589190352820395,4383.357434848914,0.07035025026417557,1.8797714813457027,0.011399105647079468,40.82401769786979,0.0001433368539309831,113.66224365146668,1.0678192598706853,0.9580410334101338,0.9107554029348078
59.51244703273512,71.66822695456813,43.6572441807394,0.05574180124923833,0.9883340820616493,255.24176514475474,378.20996450418613,0.0005448485151453798,108.16300367467478,0.4397,0.9621426595983184,97.88574945137292,0.24437847515963293,19019.4047853794,0.8297518029169647,41.27654237488022,0.056078098383816166,59.47328498822444,32.63666683922407,6004.748030749242,0.24188606375270333,2.345226253600994,0.020162530953606893,92.22680362271039,0.00016720953023731508,97.88574945137292,1.053215556266021,0.9895410477435788,0.9360568555650782
55.222794039807056,75.61922544375258,47.78711331683521,0.056667632214627284,0.9800723248956988,348.5901849157526,439.45026167847766,0.000592442771123521,118.0638175324525,0.4397,0.9527294987404517,100.6333845855773,0.2006798746865605,30640.658652856044,0.8505042073922812,41.17957881247309,0.05964152737438644,30.513449787858917,21.25158843950625,5925.130797049967,0.20769132393495898,2.174907726463295,0.026840415536686327,57.36497201004947,0.00012018480167501152,100.6333845855773,1.0710044965237315,0.9752316913186408,0.9214306831674001
55.72128610553908,68.31544515217026,43.58758563207695,0.05589223587728074,0.9812514223169232,245.73995269351587,355.21021988527593,0.00044175109779981403,82.83689238673837,0.4397,0.9689205637837528,76.94325030963005,0.20280366475123654,28437.03834104413,0.8587289505914654,44.53970703342851,0.05960343600392943,73.60855401965233,27.64754868962073,6694.618054529932,0.09899184999420146,1.829340407473965,0.012535175427332026,65.41075813875254,0.0001690906869571987,76.94325030963005,1.066912346651103,0.9886430175146917,0.9453720094139184
42.56227265351092,60.17166317724157,44.57974229940029,0.05598935613865451,0.9821897465140162,248.47358731145658,342.09823940607833,0.0005298194023527064,92.15556687041682,0.4397,0.9704050623588879,86.71348939761538,0.2481371910214806,27943.750736303205,0.8687154916034582,43.81844196361765,0.059743279300786066,47.79259527021695,22.573913562435465,4729.490984750366,0.1558294473674926,2.1953992198489525,0.024012380568909968,30.187639851754824,0.00013839451665184562,86.71348939761538,1.0830391574319609,0.9517031562916747,0.912946405812056
49.00771875791134,73.884335896842,44.5950935594542,0.057795833107689994,0.9819070690636572,383.6670131126047,491.5686240916225,0.00044236689229170225,123.63519474743818,0.4397,0.9552741984810904,115.97512003259568,0.18664061371704935,20339.7491596603,0.8277137323278778,42.286648997196686,0.056464763039060964,43.44615878002073,28.94208663252219,6300.3307135974355,0.19284654487001346,2.0169085569034904,0.018252415408471997,82.30375997880594,0.00017757759380879884,115.97512003259568,1.0256722336112598,0.9569388286934069,0.9135318485866111
