2026-09-17 11:33:47,965 - DigitalTwin - INFO - Scenario: startup | True: {'co2_ppm': 420.132455458535, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.0025207947327512106, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 11:33:48,966 - DigitalTwin - INFO - Scenario: startup | True: {'co2_ppm': 419.7334245766062, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.005039195280210847, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 11:33:49,967 - DigitalTwin - INFO - Scenario: startup | True: {'co2_ppm': 419.88914356366644, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.007558530141592846, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 11:33:50,970 - DigitalTwin - INFO - Scenario: startup | True: {'co2_ppm': 420.08291881072194, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.010079027654457179, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 11:33:51,971 - DigitalTwin - INFO - Scenario: startup | True: {'co2_ppm': 420.4088925182159, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.012601481009566474, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 11:33:52,972 - DigitalTwin - INFO - Scenario: startup | True: {'co2_ppm': 420.4378864920146, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.015124108328518562, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 11:33:53,973 - DigitalTwin - INFO - Scenario: startup | True: {'co2_ppm': 420.15749552928287, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.01764505330169426, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 11:33:54,974 - DigitalTwin - INFO - Scenario: startup | True: {'co2_ppm': 420.02121132284026, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.020165180569631302, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 11:33:55,974 - DigitalTwin - INFO - Scenario: startup | True: {'co2_ppm': 419.70773247248644, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.022683426964466222, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 11:33:56,975 - DigitalTwin - INFO - Scenario: startup | True: {'co2_ppm': 419.8977293873025, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 250.0, 'captured_co2_g': 0.025202813340790036, 'fan_speed_rpm': 1000.0} | Cmd RPM: 1000.0
2026-09-17 11:33:57,977 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.72543370140704, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.0289803422441027, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:33:58,977 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.7000712762947, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.032757642885589355, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:33:59,978 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.6194981923634, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.03653421836932062, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:34:00,979 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.75959702236315, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.04031205474252189, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:34:01,981 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.2191416299779, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.04409402701719169, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:34:02,981 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.3420982571298, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.04787710590150586, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:34:03,983 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.3255501516711, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.0516600358528709, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:34:04,984 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.9794699492097, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.05543985108241379, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:34:05,985 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.5239993570158, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.05921556707662693, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 11:34:06,986 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.97240136219807, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.06299531868888672, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
