2026-09-17 12:05:41,588 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.132455458535, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.0037811920991268153, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:05:42,589 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.7334245766062, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.007558792920316271, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:05:43,590 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.88914356366644, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.01133779521238927, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:05:44,593 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.08291881072194, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.015118541481685769, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:05:45,594 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.4088925182159, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.018902221514349712, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:05:46,594 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.4378864920146, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.022686162492777846, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:05:47,595 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.15749552928287, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.02646757995254139, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:05:48,596 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.02121132284026, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.030247770854446954, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:05:49,596 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.70773247248644, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.03402514044669933, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:05:50,598 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.8977293873025, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.03780422001118505, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:05:51,599 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.6282766193444, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.04158087450075915, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
