2026-09-17 12:12:17,737 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.132455458535, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.0037811920991268153, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:12:18,739 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.7334245766062, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.007558792920316271, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:12:19,740 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.88914356366644, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.01133779521238927, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:12:20,743 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.08291881072194, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.015118541481685769, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:12:21,744 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.4088925182159, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.018902221514349712, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:12:22,746 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.4378864920146, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.022686162492777846, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:12:23,747 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.15749552928287, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.02646757995254139, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:12:24,748 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.02121132284026, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.030247770854446954, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:12:25,749 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.70773247248644, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.03402514044669933, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:12:26,750 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.8977293873025, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.03780422001118505, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:12:27,751 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.6282766193444, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.04158087450075915, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:12:28,753 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.60777204833516, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.04535734444919417, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:12:29,755 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.5318139258018, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.049133130774526385, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:12:30,756 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.6762969691297, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.05291021744724855, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:12:31,759 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.14000657940613, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.05669147750646321, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:12:32,760 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.26691995908664, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.06047387978609499, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:12:33,762 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 420.2541307685301, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.06425616696301176, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:12:34,763 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.9116215352258, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.06803537155682879, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:12:35,763 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.45954336373103, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.07181050744710236, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
2026-09-17 12:12:36,765 - DigitalTwin - INFO - Scenario: normal | True: {'co2_ppm': 419.9111681685776, 'temperature_c': 25.0, 'humidity_percent': 50.0, 'gas_flow_l_min': 375.0, 'captured_co2_g': 0.07558970796061956, 'fan_speed_rpm': 1500.0} | Cmd RPM: 1500.0
